id|oid|aid|eid|medal
5067|21|2777|98|Gold
5068|21|3402|98|Silver
5069|21|3391|87|Bronze
5070|21|3403|87|Gold
5071|21|3404|87|Silver
5072|21|3405|88|Bronze
5073|21|2777|88|Gold
5074|21|3063|88|Silver
5075|21|3406|99|Bronze
5076|21|3407|99|Bronze
5077|21|3391|99|Gold
5078|21|3408|99|Gold
5079|21|3401|99|Silver
5080|21|3409|99|Silver
5081|21|3410|100|Bronze
5082|21|3411|100|Bronze
5083|21|3398|100|Gold
5084|21|3399|100|Gold
5085|21|3402|100|Silver
5086|21|3380|100|Silver
5087|21|3412|72|Bronze
5088|21|2784|72|Gold
5089|21|3413|72|Silver
5090|21|3414|73|Bronze
5091|21|3415|73|Gold
5092|21|3095|73|Silver
5093|21|3416|68|Bronze
5094|21|3417|68|Gold
5095|21|3097|68|Silver
5096|21|2792|69|Bronze
5097|21|3418|69|Gold
5098|21|3100|69|Silver
5099|21|3419|106|Bronze
5100|21|3420|106|Gold
5101|21|3421|106|Silver
5102|21|3422|107|Bronze
5103|21|3423|107|Gold
5104|21|3424|107|Silver
5105|21|3425|108|Bronze
5106|21|3426|108|Gold
5107|21|3427|108|Silver
5108|21|3428|109|Bronze
5109|21|3429|109|Gold
5110|21|3427|109|Silver
5111|21|3430|110|Bronze
5112|21|3431|110|Bronze
5113|21|2801|110|Bronze
5114|21|3432|110|Bronze
5115|21|2793|110|Gold
5116|21|3428|110|Gold
5117|21|3433|110|Gold
5118|21|2798|110|Gold
5119|21|3434|110|Silver
5120|21|3429|110|Silver
5121|21|3435|110|Silver
5122|21|3427|110|Silver
5123|21|3436|43|Bronze
5124|21|2803|43|Gold
5125|21|2804|43|Silver
5126|21|3437|55|Bronze
5127|21|3438|55|Bronze
5128|21|3439|55|Bronze
5129|21|3440|55|Bronze
5130|21|3107|55|Gold
5131|21|3441|55|Gold
5132|21|3106|55|Gold
5133|21|3436|55|Gold
5134|21|3442|55|Silver
5135|21|2514|55|Silver
5136|21|2810|55|Silver
5137|21|3443|55|Silver
5138|21|3436|17|Bronze
5139|21|2803|17|Gold
5140|21|2804|17|Silver
5141|21|3444|90|Bronze
5142|21|3445|90|Gold
5143|21|3446|90|Silver
5144|21|3447|91|Bronze
5145|21|3448|91|Gold
5146|21|3449|91|Silver
5147|21|3450|78|Bronze
5148|21|3120|78|Gold
5149|21|3451|78|Silver
5150|21|2822|79|Bronze
5151|21|3452|79|Gold
5152|21|3122|79|Silver
5153|21|3453|102|Bronze
5154|21|3125|102|Gold
5155|21|3454|102|Silver
5156|21|3455|103|Bronze
5157|21|3456|103|Gold
5158|21|3457|103|Silver
5159|22|3155|49|Silver
5160|22|3458|49|Bronze
5161|22|2222|49|Gold
5162|22|3459|81|Silver
5163|22|3460|81|Bronze
5164|22|3144|81|Gold
5165|22|3459|93|Bronze
5166|22|3144|93|Silver
5167|22|3132|93|Gold
5168|22|3144|34|Gold
5169|22|3461|34|Silver
5170|22|3462|34|Bronze
5171|22|3154|44|Bronze
5172|22|3155|44|Bronze
5173|22|3156|44|Bronze
5174|22|3138|44|Bronze
5175|22|3463|44|Silver
5176|22|3461|44|Silver
5177|22|3464|44|Silver
5178|22|3465|44|Silver
5179|22|3466|44|Gold
5180|22|3151|44|Gold
5181|22|3143|44|Gold
5182|22|3467|44|Gold
5183|22|3459|111|Silver
5184|22|3458|111|Silver
5185|22|3468|111|Bronze
5186|22|3469|111|Bronze
5187|22|2222|111|Gold
5188|22|3132|111|Gold
5189|22|3139|80|Gold
5190|22|3140|80|Silver
5191|22|3470|80|Bronze
5192|22|3139|92|Gold
5193|22|3471|92|Silver
5194|22|3472|92|Bronze
5195|22|3139|56|Gold
5196|22|3473|56|Bronze
5197|22|3474|56|Silver
5198|22|3140|94|Bronze
5199|22|3472|94|Bronze
5200|22|3475|94|Bronze
5201|22|3476|94|Bronze
5202|22|3477|94|Silver
5203|22|3478|94|Silver
5204|22|3479|94|Silver
5205|22|2833|94|Silver
5206|22|3480|94|Gold
5207|22|3481|94|Gold
5208|22|3482|94|Gold
5209|22|3483|94|Gold
5210|22|3479|58|Silver
5211|22|3135|58|Gold
5212|22|3483|58|Bronze
5213|22|3471|112|Silver
5214|22|3484|112|Silver
5215|22|3485|112|Bronze
5216|22|3486|112|Bronze
5217|22|3140|112|Gold
5218|22|3472|112|Gold
5219|22|3487|2|Silver
5220|22|3488|2|Silver
5221|22|3489|2|Silver
5222|22|3490|2|Silver
5223|22|3491|2|Gold
5224|22|3492|2|Gold
5225|22|2846|2|Gold
5226|22|3493|2|Gold
5227|22|3494|2|Bronze
5228|22|3160|2|Bronze
5229|22|3495|2|Bronze
5230|22|3163|2|Bronze
5231|22|2846|20|Gold
5232|22|3493|20|Gold
5233|22|3496|20|Silver
5234|22|2551|20|Silver
5235|22|3160|20|Bronze
5236|22|3495|20|Bronze
5237|22|3170|113|Gold
5238|22|3171|113|Gold
5239|22|3497|113|Bronze
5240|22|3498|113|Bronze
5241|22|3168|113|Silver
5242|22|3499|113|Silver
5243|22|3176|19|Silver
5244|22|3174|19|Gold
5245|22|3500|19|Bronze
5246|22|3501|83|Gold
5247|22|3502|83|Bronze
5248|22|3503|83|Silver
5249|22|3504|3|Gold
5250|22|3505|3|Gold
5251|22|3506|3|Gold
5252|22|3507|3|Gold
5253|22|3508|3|Gold
5254|22|3509|3|Silver
5255|22|3510|3|Silver
5256|22|3511|3|Silver
5257|22|3512|3|Silver
5258|22|3513|3|Silver
5259|22|3514|3|Bronze
5260|22|3515|3|Bronze
5261|22|3516|3|Bronze
5262|22|3517|3|Bronze
5263|22|3518|3|Bronze
5264|22|3519|74|Gold
5265|22|3520|74|Gold
5266|22|3521|74|Gold
5267|22|3522|74|Gold
5268|22|3523|74|Gold
5269|22|3524|74|Bronze
5270|22|3525|74|Bronze
5271|22|3526|74|Bronze
5272|22|3527|74|Bronze
5273|22|3528|74|Bronze
5274|22|3529|74|Silver
5275|22|3530|74|Silver
5276|22|3531|74|Silver
5277|22|3532|74|Silver
5278|22|3533|74|Silver
5279|22|3534|4|Gold
5280|22|3211|4|Gold
5281|22|3535|4|Gold
5282|22|3536|4|Gold
5283|22|3213|4|Gold
5284|22|3214|4|Gold
5285|22|3537|4|Gold
5286|22|3216|4|Gold
5287|22|3538|4|Gold
5288|22|3218|4|Gold
5289|22|3539|4|Gold
5290|22|3219|4|Gold
5291|22|3220|4|Gold
5292|22|3222|4|Gold
5293|22|3223|4|Gold
5294|22|3540|4|Gold
5295|22|3541|4|Gold
5296|22|3542|4|Gold
5297|22|3543|4|Gold
5298|22|3544|4|Gold
5299|22|3545|4|Gold
5300|22|3546|4|Gold
5301|22|3228|4|Gold
5302|22|3547|4|Gold
5303|22|3229|4|Gold
5304|22|3548|4|Bronze
5305|22|3549|4|Bronze
5306|22|3550|4|Bronze
5307|22|3551|4|Bronze
5308|22|3204|4|Bronze
5309|22|2929|4|Bronze
5310|22|2930|4|Bronze
5311|22|3552|4|Bronze
5312|22|3553|4|Bronze
5313|22|3554|4|Bronze
5314|22|2933|4|Bronze
5315|22|3555|4|Bronze
5316|22|3556|4|Bronze
5317|22|3206|4|Bronze
5318|22|3557|4|Bronze
5319|22|3558|4|Bronze
5320|22|3559|4|Bronze
5321|22|3560|4|Bronze
5322|22|3210|4|Bronze
5323|22|3561|4|Bronze
5324|22|2942|4|Bronze
5325|22|2297|4|Bronze
5326|22|2300|4|Bronze
5327|22|3562|4|Bronze
5328|22|3563|4|Bronze
5329|22|2905|4|Silver
5330|22|3564|4|Silver
5331|22|3565|4|Silver
5332|22|3566|4|Silver
5333|22|3567|4|Silver
5334|22|3568|4|Silver
5335|22|3569|4|Silver
5336|22|3570|4|Silver
5337|22|3571|4|Silver
5338|22|3572|4|Silver
5339|22|3573|4|Silver
5340|22|3574|4|Silver
5341|22|3575|4|Silver
5342|22|3576|4|Silver
5343|22|2911|4|Silver
5344|22|3577|4|Silver
5345|22|3578|4|Silver
5346|22|2914|4|Silver
5347|22|3579|4|Silver
5348|22|3580|4|Silver
5349|22|2919|4|Silver
5350|22|3581|4|Silver
5351|22|3582|4|Silver
5352|22|3583|4|Silver
5353|22|2925|4|Silver
5354|22|2954|75|Gold
5355|22|2955|75|Gold
5356|22|3584|75|Gold
5357|22|3585|75|Gold
5358|22|2396|75|Gold
5359|22|3271|75|Gold
5360|22|3586|75|Gold
5361|22|3272|75|Gold
5362|22|2958|75|Gold
5363|22|3587|75|Gold
5364|22|3588|75|Gold
5365|22|3273|75|Gold
5366|22|2676|75|Gold
5367|22|3274|75|Gold
5368|22|3589|75|Gold
5369|22|3590|75|Gold
5370|22|3275|75|Gold
5371|22|3591|75|Gold
5372|22|3276|75|Gold
5373|22|3592|75|Gold
5374|22|2406|75|Gold
5375|22|3593|75|Bronze
5376|22|3594|75|Bronze
5377|22|3595|75|Bronze
5378|22|3596|75|Bronze
5379|22|3597|75|Bronze
5380|22|3598|75|Bronze
5381|22|3599|75|Bronze
5382|22|3600|75|Bronze
5383|22|3601|75|Bronze
5384|22|3602|75|Bronze
5385|22|3603|75|Bronze
5386|22|3604|75|Bronze
5387|22|3605|75|Bronze
5388|22|3606|75|Bronze
5389|22|3607|75|Bronze
5390|22|3608|75|Bronze
5391|22|3609|75|Bronze
5392|22|3610|75|Bronze
5393|22|3611|75|Bronze
5394|22|3612|75|Bronze
5395|22|3613|75|Bronze
5396|22|3277|75|Silver
5397|22|3614|75|Silver
5398|22|3615|75|Silver
5399|22|2683|75|Silver
5400|22|3616|75|Silver
5401|22|3617|75|Silver
5402|22|3279|75|Silver
5403|22|3618|75|Silver
5404|22|3619|75|Silver
5405|22|3280|75|Silver
5406|22|3281|75|Silver
5407|22|3282|75|Silver
5408|22|3284|75|Silver
5409|22|3620|75|Silver
5410|22|3621|75|Silver
5411|22|3622|75|Silver
5412|22|3286|75|Silver
5413|22|3623|75|Silver
5414|22|3287|75|Silver
5415|22|3624|75|Silver
5416|22|3289|75|Silver
5417|22|2973|39|Silver
5418|22|2974|39|Silver
5419|22|3625|39|Gold
5420|22|3626|39|Gold
5421|22|3293|39|Bronze
5422|22|3294|39|Bronze
5423|22|3625|114|Gold
5424|22|3295|114|Gold
5425|22|3626|114|Gold
5426|22|2977|114|Bronze
5427|22|3293|114|Bronze
5428|22|3294|114|Bronze
5429|22|3627|114|Silver
5430|22|2978|114|Silver
5431|22|3628|114|Silver
5432|22|3295|40|Gold
5433|22|2114|40|Bronze
5434|22|2978|40|Silver
5435|22|3297|115|Gold
5436|22|3629|115|Bronze
5437|22|3630|115|Silver
5438|22|3297|41|Gold
5439|22|2979|41|Silver
5440|22|3631|41|Bronze
5441|22|3301|45|Silver
5442|22|3632|45|Bronze
5443|22|3304|45|Gold
5444|22|3633|5|Silver
5445|22|3634|5|Gold
5446|22|3635|5|Bronze
5447|22|3311|8|Bronze
5448|22|3636|8|Silver
5449|22|3637|8|Gold
5450|22|3633|116|Silver
5451|22|3301|116|Silver
5452|22|3638|116|Silver
5453|22|3639|116|Silver
5454|22|3640|116|Silver
5455|22|3632|116|Gold
5456|22|3636|116|Gold
5457|22|2699|116|Gold
5458|22|3641|116|Gold
5459|22|3637|116|Gold
5460|22|3642|116|Bronze
5461|22|3643|116|Bronze
5462|22|3644|116|Bronze
5463|22|3304|116|Bronze
5464|22|3302|46|Silver
5465|22|3645|46|Bronze
5466|22|3303|46|Gold
5467|22|3646|6|Bronze
5468|22|3308|6|Silver
5469|22|3647|6|Gold
5470|22|3310|7|Bronze
5471|22|3648|7|Silver
5472|22|3649|7|Gold
5473|22|3650|117|Silver
5474|22|3651|117|Silver
5475|22|3652|117|Silver
5476|22|3302|117|Silver
5477|22|3653|117|Gold
5478|22|3645|117|Gold
5479|22|3654|117|Gold
5480|22|3648|117|Gold
5481|22|3649|117|Gold
5482|22|3655|117|Bronze
5483|22|3303|117|Bronze
5484|22|3656|117|Bronze
5485|22|3657|117|Bronze
5486|22|3658|59|Bronze
5487|22|3659|59|Gold
5488|22|3660|59|Silver
5489|22|3013|84|Gold
5490|22|3661|84|Silver
5491|22|3659|84|Bronze
5492|22|3662|61|Bronze
5493|22|3661|61|Bronze
5494|22|3663|61|Bronze
5495|22|3664|61|Bronze
5496|22|3665|61|Bronze
5497|22|3659|61|Gold
5498|22|3666|61|Gold
5499|22|3660|61|Gold
5500|22|3667|61|Gold
5501|22|3668|61|Silver
5502|22|3317|61|Silver
5503|22|3669|61|Silver
5504|22|3330|61|Silver
5505|22|3670|71|Bronze
5506|22|3665|71|Silver
5507|22|3659|71|Gold
5508|22|3671|70|Silver
5509|22|3315|70|Gold
5510|22|3672|70|Bronze
5511|22|3318|85|Gold
5512|22|2999|85|Bronze
5513|22|3672|85|Silver
5514|22|2711|60|Silver
5515|22|3673|60|Silver
5516|22|3674|60|Silver
5517|22|3327|60|Silver
5518|22|2999|60|Bronze
5519|22|3675|60|Bronze
5520|22|3676|60|Bronze
5521|22|3677|60|Bronze
5522|22|3678|60|Gold
5523|22|3679|60|Gold
5524|22|3680|60|Gold
5525|22|3315|60|Gold
5526|22|3672|60|Gold
5527|22|3681|62|Gold
5528|22|2999|62|Silver
5529|22|3315|62|Bronze
5530|22|3682|9|Gold
5531|22|3683|9|Bronze
5532|22|3021|9|Silver
5533|22|3033|47|Silver
5534|22|3684|47|Gold
5535|22|3685|47|Bronze
5536|22|3033|10|Bronze
5537|22|3686|10|Silver
5538|22|3687|10|Gold
5539|22|3682|11|Bronze
5540|22|3350|11|Silver
5541|22|3021|11|Gold
5542|22|3685|12|Gold
5543|22|3688|12|Bronze
5544|22|3689|12|Silver
5545|22|3690|95|Silver
5546|22|3691|95|Silver
5547|22|3692|95|Silver
5548|22|3350|95|Gold
5549|22|3021|95|Gold
5550|22|3686|95|Gold
5551|22|3687|95|Bronze
5552|22|3693|95|Bronze
5553|22|3694|95|Bronze
5554|22|3695|35|Gold
5555|22|3696|35|Bronze
5556|22|3019|35|Silver
5557|22|3697|36|Gold
5558|22|3698|36|Bronze
5559|22|3019|36|Silver
5560|22|3343|37|Silver
5561|22|3019|37|Gold
5562|22|3699|37|Bronze
5563|22|3343|51|Gold
5564|22|3700|51|Bronze
5565|22|3019|51|Silver
5566|22|3701|38|Gold
5567|22|3696|38|Bronze
5568|22|3702|38|Silver
5569|22|3703|96|Gold
5570|22|3697|96|Gold
5571|22|3698|96|Gold
5572|22|3019|96|Gold
5573|22|3357|96|Silver
5574|22|3704|96|Silver
5575|22|3358|96|Silver
5576|22|3359|96|Silver
5577|22|3699|96|Bronze
5578|22|3039|96|Bronze
5579|22|3705|96|Bronze
5580|22|3706|96|Bronze
5581|22|3707|24|Gold
5582|22|3708|24|Silver
5583|22|3370|24|Bronze
5584|22|3709|28|Silver
5585|22|3710|28|Bronze
5586|22|3046|28|Gold
5587|22|3711|26|Silver
5588|22|3712|26|Gold
5589|22|3713|26|Bronze
5590|22|3047|104|Silver
5591|22|3708|104|Bronze
5592|22|3714|104|Gold
5593|22|3715|52|Bronze
5594|22|3370|52|Gold
5595|22|2742|52|Bronze
5596|22|3378|52|Silver
5597|22|3372|25|Gold
5598|22|3716|25|Gold
5599|22|3717|25|Bronze
5600|22|3718|29|Silver
5601|22|3371|29|Bronze
5602|22|3372|29|Gold
5603|22|3048|27|Silver
5604|22|3719|27|Bronze
5605|22|3720|27|Gold
5606|22|3058|105|Silver
5607|22|3721|105|Gold
5608|22|3055|105|Bronze
5609|22|3718|53|Gold
5610|22|3058|53|Bronze
5611|22|3721|53|Silver
5612|22|3382|31|Gold
5613|22|3066|31|Silver
5614|22|3388|31|Bronze
5615|22|3722|23|Bronze
5616|22|3723|23|Bronze
5617|22|3724|23|Bronze
5618|22|3725|23|Bronze
5619|22|3726|23|Silver
5620|22|3727|23|Silver
5621|22|3728|23|Silver
5622|22|3729|23|Silver
5623|22|3387|23|Gold
5624|22|3730|23|Gold
5625|22|3066|23|Gold
5626|22|3388|23|Gold
5627|22|3731|15|Bronze
5628|22|3728|15|Gold
5629|22|3729|15|Silver
5630|22|3732|118|Bronze
5631|22|3382|118|Gold
5632|22|3387|118|Silver
5633|22|3733|87|Gold
5634|22|3734|87|Bronze
5635|22|3735|87|Silver
5636|22|3736|99|Gold
5637|22|3737|99|Gold
5638|22|3403|99|Silver
5639|22|3729|99|Silver
5640|22|3734|99|Bronze
5641|22|3735|99|Bronze
5642|22|3394|30|Bronze
5643|22|3063|30|Gold
5644|22|3380|30|Silver
5645|22|2777|65|Gold
5646|22|3394|65|Silver
5647|22|3396|65|Bronze
5648|22|3738|48|Silver
5649|22|3739|48|Silver
5650|22|3740|48|Silver
5651|22|3383|48|Silver
5652|22|3074|48|Bronze
5653|22|3741|48|Bronze
5654|22|3742|48|Bronze
5655|22|3398|48|Bronze
5656|22|3402|48|Gold
5657|22|3743|48|Gold
5658|22|3380|48|Gold
5659|22|3744|48|Gold
5660|22|2777|119|Gold
5661|22|3745|119|Bronze
5662|22|3380|119|Silver
5663|22|3746|88|Gold
5664|22|3747|88|Silver
5665|22|3748|88|Bronze
5666|22|3740|100|Silver
5667|22|3383|100|Silver
5668|22|2777|100|Gold
5669|22|3747|100|Gold
5670|22|3743|100|Bronze
5671|22|3749|100|Bronze
5672|22|3750|72|Silver
5673|22|3751|72|Gold
5674|22|3752|72|Bronze
5675|22|3417|68|Gold
5676|22|3753|68|Silver
5677|22|3754|68|Bronze
5678|22|3755|106|Silver
5679|22|3756|106|Gold
5680|22|3757|106|Bronze
5681|22|3758|120|Silver
5682|22|3759|120|Bronze
5683|22|3760|120|Gold
5684|22|3761|121|Gold
5685|22|3762|121|Bronze
5686|22|3763|121|Silver
5687|22|3415|73|Bronze
5688|22|3764|73|Gold
5689|22|3765|73|Silver
5690|22|3766|69|Silver
5691|22|3767|69|Gold
5692|22|3418|69|Bronze
5693|22|3768|107|Silver
5694|22|3769|107|Gold
5695|22|3770|107|Bronze
5696|22|3771|122|Silver
5697|22|3772|122|Bronze
5698|22|3773|122|Gold
5699|22|3774|123|Gold
5700|22|3775|123|Bronze
5701|22|3776|123|Silver
5702|22|3431|124|Gold
5703|22|3777|124|Silver
5704|22|3778|124|Bronze
5705|22|3779|109|Bronze
5706|22|3780|109|Gold
5707|22|3781|109|Silver
5708|22|2796|110|Bronze
5709|22|3428|110|Bronze
5710|22|3782|110|Bronze
5711|22|2798|110|Bronze
5712|22|3431|110|Silver
5713|22|2801|110|Silver
5714|22|3779|110|Silver
5715|22|3432|110|Silver
5716|22|3780|110|Gold
5717|22|3783|110|Gold
5718|22|3778|110|Gold
5719|22|3781|110|Gold
5720|22|2217|125|Silver
5721|22|3784|125|Gold
5722|22|3785|125|Bronze
5723|22|3437|126|Bronze
5724|22|3784|126|Gold
5725|22|3785|126|Silver
5726|22|3786|127|Silver
5727|22|3787|127|Silver
5728|22|3106|127|Silver
5729|22|3436|127|Silver
5730|22|3788|127|Gold
5731|22|3789|127|Gold
5732|22|3443|127|Gold
5733|22|3790|127|Gold
5734|22|3791|127|Bronze
5735|22|2217|127|Bronze
5736|22|3792|127|Bronze
5737|22|3793|127|Bronze
5738|22|3794|128|Silver
5739|22|3795|128|Bronze
5740|22|3796|128|Gold
5741|22|3797|129|Gold
5742|22|3798|129|Bronze
5743|22|3799|129|Silver
5744|22|3800|78|Silver
5745|22|3801|78|Bronze
5746|22|3802|78|Gold
5747|22|3446|130|Bronze
5748|22|3797|130|Gold
5749|22|3798|130|Silver
5750|22|3803|131|Bronze
5751|22|3804|131|Silver
5752|22|3805|131|Gold
5753|22|3806|102|Gold
5754|22|3807|102|Silver
5755|22|3808|102|Bronze
5756|22|3809|132|Silver
5757|22|3810|132|Bronze
5758|22|3811|132|Gold
5759|22|3452|79|Silver
5760|22|2822|79|Bronze
5761|22|3812|79|Gold
5762|22|3813|133|Gold
5763|22|3814|133|Silver
5764|22|3118|133|Bronze
5765|22|3815|134|Silver
5766|22|3816|134|Bronze
5767|22|3817|134|Gold
5768|22|3127|103|Silver
5769|22|3818|103|Gold
5770|22|3819|103|Bronze
